﻿initials,website,full_name,l_name_exists,title,school,department
SK,faculty/shk7x,Su Kim,1,Assistant Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
SK,faculty/srk6v,Shiv Khandelwal,1,Associate Professor,School of Medicine,Department of Radiation Oncology
SK,faculty/sk4yp,Sana Khan,1,Associate Professor,School of Medicine,"Department of Medicine, Nephrology Division"
SK,faculty/smk9u,Samira Manabi Khan,1,Assistant Professor,School of Engineering and Applied Science,Department of Computer Science
SK,faculty/smk8n,Sharon Lynn Kelley,1,Assistant Professor,School of Medicine,Department of Psychiatry and NB Sciences
SK,faculty/srk4b,Susanna R. Keller,1,Associate Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
SK,faculty/sak9tr,Sallie Keller,1,Professor,School of Medicine,PBHS Public Health Sciences Admin
SK,faculty/sk3hp,Sonam Kachru,1,Assistant Professor,College of Arts and Sciences,Department of Religious Studies
SL,faculty/stl8m,Shawn T. Lyons,1,Assistant Professor,College of Arts and Sciences,College of Arts and Sciences
SL,faculty/sml4s,Stuart Lowson,1,Associate Professor,School of Medicine,Department of Anesthesiology
SL,faculty/sl4y,Simonetta Liuti,1,Professor,College of Arts and Sciences,Department of Physics
SL,faculty/sl2fa,Shiqiao Li,1,Professor,School of Architecture,Department of Architecture
SL,faculty/shl4b,Sarah Lewis,1,Assistant Professor,School of Medicine,Department of Family Medicine
SL,faculty/sll7f,Stephen Lee Levine,1,Associate Professor,School of Continuing and Professional Studies,SCPS - CP-Admin-Deans Office
SL,faculty/sl4ee,Simon Lehtinen,1,Assistant Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
SL,faculty/sl5eb,Seung-Hun Lee,1,Professor,College of Arts and Sciences,Department of Physics
SL,faculty/sl5xv,Sarah Lebovitz,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
SL,faculty/sl4xz,Seanna Leath,1,Assistant Professor,College of Arts and Sciences,Department of Psychology
SM,faculty/sm5qd,Sugoto Mukherjee,1,Associate Professor,School of Medicine,Department of Radiology
SM,faculty/sm9ss,Sho Morioka,1,Assistant Professor,School of Medicine,"Department of Medicine, Nephrology Division"
SM,faculty/sm6rk,Stephanie Morano,1,Assistant Professor of Education,Curry School of Education,Curry School of Education
SM,faculty/srm5u,Sean R. Moore,1,Associate Professor,School of Medicine,Department of Pediatrics
SM,faculty/spe8x,Sherri B. Moore,1,Associate Professor,McIntire School of Commerce,McIntire School of Commerce
SM,faculty/sm5fe,Shannon N. Moonah,1,Assistant Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
SM,faculty/swm2x,Suzanne Morse Moomaw,1,Associate Professor,School of Architecture,Department of Urban and Environmental Planning
SM,faculty/sem8k,Stephen E. Momper,1,"Executive Director, Darden Business Publishing",Darden School of Business,Darden Graduate School of Business
SM,faculty/sam4nb,Suad Mohamed,1,Lecturer,College of Arts and Sciences,Middle Eastern and South Asian Languages and Cultures
SM,faculty/scm6h,Susan C. Modesitt,1,Professor,School of Medicine,Department of Obstetrics and Gynecology
SM,faculty/sm2qx,Samantha Minnicozzi,1,Assistant Professor,School of Medicine,Department of Pediatrics
SM,faculty/sem9dw,Sarah Elizabeth Milov,1,Associate Professor,College of Arts and Sciences,Department of History
SM,faculty/sem5bj,Sarah Miller,1,Assistant Professor,School of Medicine,Department of Pediatrics
SM,faculty/sm4be,Scott Miller,1,"Director, Student Financial Aid",Provost's Office,Student Financial Services
SM,faculty/sja3q,Susan Miller,1,Associate Professor,School of Medicine,Department of Physical Medicine and Rehabilitation
SM,faculty/smm8e,Sidney M. Milkis,1,Professor,College of Arts and Sciences,Department of Politics
SM,faculty/skm5k,Shawna Metzger,1,Assistant Professor,College of Arts and Sciences,Department of Politics
SM,faculty/shm8q,Sachin Mehta,1,Associate Professor,School of Medicine,Department of Anesthesiology
SM,faculty/sdr3k,Sheila McNulty,1,Instructor,UVA College at Wise,UVA College at Wise
SM,faculty/sjm3qf,Stephen John McDonnell,1,Assistant Professor,School of Engineering and Applied Science,Department of Materials Science and Engineering
SM,faculty/sm8sd,Sula Mazimba,1,Associate Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
SM,faculty/sm6dn,Stella Mattioli,1,Lecturer,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
SM,faculty/skm3e,Shannon Mathie,1,Director of Career Education and Advising,Darden School of Business,Darden Graduate School of Business
SM,faculty/sm8xk,Sean Martin,1,Associate Professor,Darden School of Business,Darden Graduate School of Business
SM,faculty/sm4cw,Sara Maloni,1,Assistant Professor,College of Arts and Sciences,Department of Mathematics
SM,faculty/srm4n,Steven R. Majewski,1,Professor,College of Arts and Sciences,Department of Astronomy
SM,faculty/sam8f,Stephen A. Macko,1,Professor,College of Arts and Sciences,Department of Environmental Sciences
SM,faculty/sm7wn,Shwu-Fan Ma,1,Professor,School of Medicine,"Department of Medicine, Pulmonary and Critical Care"
SN,faculty/smn5tm,Susan M. Norrisey,1,Reference Librarian,Darden School of Business,Darden Graduate School of Business
SN,faculty/sn8d,Selina Noramly,1,Associate Professor,School of Medicine,"School of Medicine, Curriculum"
SN,faculty/san7a,Steven A. Newman,1,Professor,School of Medicine,Department of Ophthalmology
SN,faculty/sn8sf,Shankar Naskar,1,Assistant Professor,UVA College at Wise,UVA College at Wise
SN,faculty/san2k,Shankar Ayillath Nair,1,Assistant Professor,College of Arts and Sciences,Department of Religious Studies
SO,faculty/slo5fa,Samuel Oyer,1,Associate Professor,School of Medicine,Department of Otolaryngology - Head and Neck Surgery
SO,faculty/so4g,Suna Onengut-Gumuscu,1,Associate Professor,School of Medicine,PBHS Public Health Sciences Admin
SO,faculty/so5x,Shigehiro Oishi,1,Professor,College of Arts and Sciences,Department of Psychology
SO,faculty/sjo9b,Sarah Jane O'Brien,1,Assistant Professor,College of Arts and Sciences,Department of English
SP,faculty/sep6a,Sally Ellen Pusede,1,Assistant Professor,College of Arts and Sciences,Department of Environmental Sciences
SP,faculty/sp5mm,Saikrishna B. Prakash,1,Professor,School of Law,School of Law
SP,faculty/smp8n,Steven Powell,1,Associate Professor,School of Medicine,"Department of Medicine, Gastroenterology"
SP,faculty/slp7m,Susan Lynne Porter,1,Associate Professor,McIntire School of Commerce,McIntire School of Commerce
SP,faculty/sps2s,Susan Pollart,1,Professor,School of Medicine,Department of Family Medicine
SP,faculty/sp4ft,Simone Polillo,1,Associate Professor,College of Arts and Sciences,Department of Sociology
SP,faculty/spp,Stephen P. Plaskon,1,Associate Professor,Curry School of Education,Curry School of Education
SP,faculty/sp7h,Stacie Pisano,1,Senior Lecturer,School of Engineering and Applied Science,Department of Engineering and Society
SP,faculty/sjb4de,Samantha Philman,1,Assistant Professor,School of Medicine,Department of Family Medicine
SP,faculty/stp8v,Steven Philips,1,Assistant Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
SP,faculty/sdh9y,Stephanie Perry,1,Lecturer,UVA College at Wise,UVA College at Wise
SP,faculty/ssh8a,Susan Perdue,1,Chief Information Officer,Provost's Office,Virginia Foundation for the Humanities
SP,faculty/sp9eu,Sabrina Pendergrass,1,Assistant Professor,College of Arts and Sciences,Institute of African-American and African Studies
SP,faculty/sjp7t,Shawn J. Pelletier,1,Associate Professor,School of Medicine,Department of Surgery
SP,faculty/smp6p,Shayn Peirce-Cottler,1,Professor,School of Medicine,Department of Biomedical Engineering
SP,faculty/scp9x,Spencer C. Payne,1,Associate Professor,School of Medicine,Department of Otolaryngology - Head and Neck Surgery
SP,faculty/shp4k,Sohil Patel,1,Associate Professor,School of Medicine,Department of Radiology
SP,faculty/stp3f,Stephen Telford Parr,1,Lecturer,School of Law,School of Law
SP,faculty/sjp3st,Stephen Parks,1,Associate Professor,College of Arts and Sciences,Department of English
SP,faculty/snp2j,Stefanie N Parker,1,Assistant Professor,College of Arts and Sciences,Department of Germanic Languages and Literatures
SP,faculty/ssp8a,Stephen Park,1,Professor,School of Medicine,Department of Otolaryngology - Head and Neck Surgery
SP,faculty/ssp5d,Sonal Pandya,1,Associate Professor,College of Arts and Sciences,Department of Politics
SP,faculty/smp6z,Sandra Pai,1,Senior Analyst and Hearing Specialist,President's Office,Office of the University Counsel
SP,faculty/shp6a,Shetal Padia,1,Associate Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
SQ,faculty/sq6g,Sabrina Qureshi,1,Instructor,UVA College at Wise,UVA College at Wise
SR,faculty/sdr2n,Shawn D. Russell,1,Assistant Professor,School of Medicine,Orthopaedic Surgery Research Center
SR,faculty/ser4x,Sara Rimm-Kaufman,1,Professor,Curry School of Education,Curry School of Education
SR,faculty/sr4ex,Sara Riggs,1,Assistant Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
SR,faculty/scr5e,Sandra C. Richardson,1,Professor,UVA College at Wise,UVA College at Wise
SR,faculty/ssr4n,Stephen S. Rich,1,Professor,School of Medicine,PBHS Public Health Sciences Admin
SR,faculty/sr5fb,Sean Reed,1,Associate Professor,School of Medicine,Department of Family Medicine
SR,faculty/ssr6nh,Sekharipuram Ravi,1,Professor,Provost's Office,PV-Biocomplexity Initiative
SR,faculty/sjr7pc,Sarah Jane Ratcliffe,1,Professor,School of Medicine,PBHS Public Health Sciences Admin
SR,faculty/sr9sa,Swati Rao,1,Associate Professor,School of Medicine,"Department of Medicine, Nephrology Division"
SR,faculty/sr7wq,Shyam Raghavan,1,Assistant Professor,School of Medicine,Department of Pathology
SS,faculty/sas3k,Scott Syverud,1,Professor,School of Medicine,Department of Emergency Medicine
SS,faculty/ss8xj,Sana Syed,1,Assistant Professor,School of Medicine,Department of Pediatrics
SS,faculty/ss7rs,Samarth Swarup,1,Associate Professor,Provost's Office,PV-Biocomplexity Initiative
SS,faculty/ss4ub,Stephen Swanson,1,Lecturer,Athletics Department,Department of Athletics
SS,faculty/sao4r,Sara F. Sutherland,1,Associate Professor,School of Medicine,Department of Emergency Medicine
SS,faculty/ss7dn,Samhita Sunya,1,Assistant Professor,College of Arts and Sciences,Middle Eastern and South Asian Languages and Cultures
SS,faculty/sjs5c,Sun-Sang J. Sung,1,Associate Professor,School of Medicine,"Dept of Medicine, Center for Inflammation and Regeneration"
SS,faculty/srs8yk,Sandip Rajeev Sukhtankar,1,Associate Professor,College of Arts and Sciences,Department of Economics
SS,faculty/sas3ca,Sarah Storti,1,Lecturer,College of Arts and Sciences,Department of English
SS,faculty/sks9h,Sarah K. Stephenson,1,Assistant Professor,College of Arts and Sciences,Department of English
SS,faculty/sgs9kn,Sara Stephens,1,Assistant Professor,School of Medicine,Department of Pediatrics
SS,faculty/sjs2z,Stanley Joseph Stepanic,1,Assistant Professor,College of Arts and Sciences,Department of Slavic Languages and Literatures
SS,faculty/sb3h,Shannon Steffey,1,Lecturer,UVA College at Wise,UVA College at Wise
SS,faculty/sms5bb,Siobhan Statuta,1,Associate Professor,School of Medicine,Department of Family Medicine
SS,faculty/ss6ry,Saraswati Srikantiah,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
SS,faculty/sks2n,Swapnil K Sonkusare,1,Assistant Professor,School of Medicine,Department of Molecular Phys and Biological Physics
SS,faculty/ses3k,Schaeffer Somers,1,Assistant Professor,School of Architecture,Department of Architecture
SS,faculty/ss3gc,Scott A. Snell,1,Professor,Darden School of Business,Darden Graduate School of Business
SS,faculty/ss4ws,Spyridon Simotas,1,Lecturer,College of Arts and Sciences,Department of French Language and Literatures
SS,faculty/ses4gr,Sarah E. Siegrist,1,Associate Professor,College of Arts and Sciences,Department of Biology
SS,faculty/ss9fp,Sandhya Shukla,1,Associate Professor,College of Arts and Sciences,Department of English
SS,faculty/snl2t,Shayna Lefrak Showalter,1,Associate Professor,School of Medicine,Department of Surgery
SS,faculty/sss5sc,Stephanie Shipp,1,Professor,Provost's Office,PV-Biocomplexity Initiative
SS,faculty/svs4m,S. Victoria Shen,1,Assistant Professor,College of Arts and Sciences,Department of Politics
SS,faculty/sgp8f,Stephanie Shell,1,Lecturer,UVA College at Wise,UVA College at Wise
SS,faculty/sms8n,Steven M. Shell,1,Associate Professor,UVA College at Wise,UVA College at Wise
SS,faculty/sms6f,Sarah Shalf,1,Professor,School of Law,School of Law
SS,faculty/ss5mj,Sheetal Sekhri,1,Associate Professor,College of Arts and Sciences,Department of Economics
SS,faculty/ss5yr,Sandra S. Seidel,1,Associate Professor,College of Arts and Sciences,College of Arts and Sciences
SS,faculty/gck8gd,Scott Schwartz,1,Assistant Professor,    ,Data Science School
SS,faculty/ss2kh,Saonee Sarker,1,Professor,McIntire School of Commerce,McIntire School of Commerce
SS,faculty/ss6wf,Suprateek Sarker,1,Professor,McIntire School of Commerce,McIntire School of Commerce
SS,faculty/ss7yd,Sukumar Sarkar,1,Assistant Professor,School of Medicine,Department of Radiation Oncology
SS,faculty/ss2ga,Saras D. Sarasvathy,1,Professor,Darden School of Business,Darden Graduate School of Business
SS,faculty/saf8u,Susan A. Saliba,1,Professor,Curry School of Education,Department of Kinesiology
SS,faculty/srs5c,Sharlene Sajonas,1,Associate Director of Financial Aid/Athletic Aid,Provost's Office,Student Financial Services
ST,faculty/set5h,Sarah E. Turner,1,Professor,Curry School of Education,Curry School of Education
ST,faculty/sct3m,Stanley C. Trent,1,Associate Professor,Curry School of Education,Curry School of Education
ST,faculty/st2pa,Sophie Trawalter,1,Associate Professor,Frank Batten School of Leadership and Public Policy,Frank Batten School of Leadership &amp; Public Policy
ST,faculty/st3fx,Sylvia Tidey,1,Assistant Professor,College of Arts and Sciences,Department of Anthropology
ST,faculty/sft2s,Susan Thacker-Gwaltney,1,Assistant Professor,Curry School of Education,Curry School of Education
ST,faculty/sct4ze,Sarah Teets,1,Lecturer,College of Arts and Sciences,Department of Germanic Languages and Literatures
SV,faculty/sjv9d,Samantha Vizzini,1,Assistant Professor,School of Medicine,Department of Anesthesiology
SV,faculty/sv4w,Sankaran Venkataraman,1,Professor,Darden School of Business,Darden Graduate School of Business
SV,faculty/stv7e,Sharon T. Veith,1,Assistant Professor,School of Nursing,School of Nursing
SV,faculty/sbv5w,Scott VandePol,1,Associate Professor,School of Medicine,"Department of Pathology, Research"
SV,faculty/sv2r,Siva Vaidhyanathan,1,Professor,College of Arts and Sciences,Department of Media Studies
SV,faculty/sdv2w,Stephanie D. van Hover,1,Professor,Curry School of Education,Curry School of Education
SW,faculty/sw4yb,Sunhee Woo,1,Lecturer,College of Arts and Sciences,"East Asian Languages, Literatures, and Cultures"
SW,faculty/sbw2e,Sheri Winston,1,Lecturer,Student Affairs,Office of the Vice President for Student Affairs
SW,faculty/sw2bd,Shelby White,1,Assistant Professor,School of Medicine,Department of Pediatrics
SW,faculty/seg9u,Suzanne Wentworth,1,Instructor,School of Nursing,School of Nursing
SW,faculty/spw4s,Sarah Wells,1,Scholarly and Technical Communications Officer,Provost's Office,Inst for Advanced Technology in the Humanities
